timestamp,edge_id
2015-09-11T06:00:00,1695391453_6126186607_0
2015-09-11T06:00:00,1877020712_1429463900_0
2015-09-11T06:00:00,2087036175_1429745378_0
2015-09-11T06:00:00,2087036236_2087802537_0
2015-09-11T06:00:00,2087565163_1695391443_0
2015-09-11T06:00:00,2087802386_3746525689_0
2015-09-11T06:00:00,2087802386_3746541388_0
2015-09-11T06:00:00,2087802386_546648488_0
2015-09-11T06:00:00,2087802417_1429734951_0
2015-09-11T06:00:00,2087802430_9139163479_0
2015-09-11T06:00:00,2087802506_1429787849_0
2015-09-11T06:00:00,2087802537_1429510282_0
2015-09-11T06:00:00,2087802537_2087036236_0
2015-09-11T06:00:00,2087802551_2087565163_0
2015-09-11T06:00:00,2087802561_1429518971_0
2015-09-11T06:00:00,2087802561_1429603198_0
2015-09-11T06:00:00,2087802667_1429490904_0
2015-09-11T06:00:00,2087802667_2087802412_0
2015-09-11T06:00:00,2087802667_3746859157_0
2015-09-11T06:00:00,2088132409_1429737511_0
2015-09-11T06:00:00,2088132409_1429737537_0
2015-09-11T06:00:00,2088132409_1429737901_0
2015-09-11T06:00:00,2133885462_1429517125_0
2015-09-11T06:00:00,2133885462_1429517742_0
2015-09-11T06:00:00,2133885462_1429517799_0
2015-09-11T06:00:00,2226861268_3193833786_0
2015-09-11T06:00:00,2604149086_4706387343_0
2015-09-11T06:00:00,2604149093_4706387343_0
2015-09-11T06:00:00,271723754_3748708635_0
2015-09-11T06:00:00,271723754_519670173_0
2015-09-11T06:00:00,309907072_3737554078_0
2015-09-11T06:00:00,309908265_4679390764_0
2015-09-11T06:00:00,3193833786_2226861268_0
2015-09-11T06:00:00,3279858779_1429463900_0
2015-09-11T06:00:00,3737483762_4825104703_0
2015-09-11T06:00:00,3737554078_1429603194_0
2015-09-11T06:00:00,3737554078_309907072_0
2015-09-11T06:00:00,3737554078_519683417_0
2015-09-11T06:00:00,3737554091_3737554092_0
2015-09-11T06:00:00,3737554092_3737554091_0
2015-09-11T06:00:00,3737636974_1429738132_0
2015-09-11T06:00:00,3737636974_1429738155_0
2015-09-11T06:00:00,3737636974_1429738749_0
2015-09-11T06:00:00,3738976131_3738976215_0
2015-09-11T06:00:00,3738976215_3738976131_0
2015-09-11T06:00:00,3740799962_8215549940_0
2015-09-11T06:00:00,3741280747_1429738132_0
2015-09-11T06:00:00,3742362018_1429522565_0
2015-09-11T06:00:00,3742778347_1429520677_0
2015-09-11T06:00:00,3742778379_1429601792_0
2015-09-11T06:00:00,3742778383_1429601792_0
2015-09-11T06:00:00,3745454662_1429744550_0
2015-09-11T06:00:00,3745454662_1429744883_0
2015-09-11T06:00:00,3745454662_3745454664_0
2015-09-11T06:00:00,3745454664_3745454662_0
2015-09-11T06:00:00,3745685077_3745685108_0
2015-09-11T06:00:00,3745685108_3745685077_0
2015-09-11T06:00:00,3745754337_1429463923_0
2015-09-11T06:00:00,3745754337_3745754345_0
2015-09-11T06:00:00,3745754345_1429463900_0
2015-09-11T06:00:00,3745754345_3745754337_0
2015-09-11T06:00:00,3745754351_3745754360_0
2015-09-11T06:00:00,3745754351_3746011759_0
2015-09-11T06:00:00,3745754360_3745754351_0
2015-09-11T06:00:00,3745754363_3746525640_0
2015-09-11T06:00:00,3746011552_1429490818_0
2015-09-11T06:00:00,3746011615_3746011552_0
2015-09-11T06:00:00,3746011615_3746011765_0
2015-09-11T06:00:00,3746011620_1429463587_0
2015-09-11T06:00:00,3746011620_6920398816_0
2015-09-11T06:00:00,3746011759_3745754351_0
2015-09-11T06:00:00,3746011765_3746011615_0
2015-09-11T06:00:00,3746011765_3749321161_0
2015-09-11T06:00:00,3746011787_3746011791_0
2015-09-11T06:00:00,3746011791_1429490840_0
2015-09-11T06:00:00,3746011791_3746011787_0
2015-09-11T06:00:00,3746011791_3749321160_0
2015-09-11T06:00:00,3746011809_3746011815_0
2015-09-11T06:00:00,3746011809_3746011829_0
2015-09-11T06:00:00,3746011815_3746011809_0
2015-09-11T06:00:00,3746011815_3746011825_0
2015-09-11T06:00:00,3746011815_3746011833_0
2015-09-11T06:00:00,3746011821_3746011829_0
2015-09-11T06:00:00,3746011821_3746011835_0
2015-09-11T06:00:00,3746011825_3746011815_0
2015-09-11T06:00:00,3746011829_3746011809_0
2015-09-11T06:00:00,3746011829_3746011821_0
2015-09-11T06:00:00,3746011829_3746011831_0
2015-09-11T06:00:00,3746011829_3746011844_0
2015-09-11T06:00:00,3746011831_3746011829_0
2015-09-11T06:00:00,3746011833_1429465115_0
2015-09-11T06:00:00,3746011833_3746011815_0
2015-09-11T06:00:00,3746011835_3746011821_0
2015-09-11T06:00:00,3746011835_3746011844_0
2015-09-11T06:00:00,3746011835_3746011846_0
2015-09-11T06:00:00,3746011838_1429465115_0
2015-09-11T06:00:00,3746011844_3746011829_0
2015-09-11T06:00:00,3746011844_3746011835_0
2015-09-11T06:00:00,3746011844_3746011853_0
2015-09-11T06:00:00,3746011846_11686377826_0
2015-09-11T06:00:00,3746011846_3746011835_0
2015-09-11T06:00:00,3746011846_3746011853_0
2015-09-11T06:00:00,3746011846_3746011856_0
2015-09-11T06:00:00,3746011853_3746011844_0
2015-09-11T06:00:00,3746011853_3746011846_0
2015-09-11T06:00:00,3746011853_3746011862_0
2015-09-11T06:00:00,3746011853_3746011864_0
2015-09-11T06:00:00,3746011856_3746011846_0
2015-09-11T06:00:00,3746011856_3746011862_0
2015-09-11T06:00:00,3746011856_3746011875_0
2015-09-11T06:00:00,3746011861_1429465115_0
2015-09-11T06:00:00,3746011861_3746011870_0
2015-09-11T06:00:00,3746011862_3746011853_0
2015-09-11T06:00:00,3746011862_3746011856_0
2015-09-11T06:00:00,3746011864_1429465115_0
2015-09-11T06:00:00,3746011864_3746011853_0
2015-09-11T06:00:00,3746011864_3746011873_0
2015-09-11T06:00:00,3746011870_3746011861_0
2015-09-11T06:00:00,3746011870_3746011873_0
2015-09-11T06:00:00,3746011873_3746011864_0
2015-09-11T06:00:00,3746011873_3746011870_0
2015-09-11T06:00:00,3746011873_3746011889_0
2015-09-11T06:00:00,3746011875_3746011856_0
2015-09-11T06:00:00,3746011875_3746011886_0
2015-09-11T06:00:00,3746011876_3746011887_0
